29.50;0.46;-20;1016.21;1012.88;23.66;86.74
29.50;0.46;-20;1016.21;1012.94;23.68;86.24
29.50;0.46;-20;1016.21;1012.89;23.68;86.60
29.50;0.46;-20;1016.21;1012.92;23.69;86.37
29.50;0.46;-20;1016.21;1012.90;23.70;86.51


29.50;0.46;-20;1016.21;1012.97;23.78;85.92
29.08;-0.24;-20;1012.89;1012.66;23.54;88.57
27.41;0.46;-24;1016.21;1012.65;23.53;88.65
29.92;-0.53;-20;1013.99;1012.66;23.52;88.59
28.67;0.46;-24;1010.67;1012.66;23.53;88.59
29.50;-0.03;-24;1013.99;1012.61;23.53;88.93
27.41;0.39;-80;1012.89;1012.66;23.53;88.57
28.25;0.32;-20;1015.10;1012.63;23.54;88.84
26.58;0.39;-24;1016.21;1012.52;23.54;89.76
29.92;-0.53;-24;1016.21;1012.58;23.55;89.25
31.58;0.32;-24;1010.67;1012.61;23.56;88.95
28.25;0.39;-24;1012.89;1012.59;23.57;89.14
28.67;1.65;-24;1027.29;1012.65;23.58;88.64
24.91;0.39;-24;1013.99;1012.61;23.58;88.99
27.83;0.46;-24;1016.21;1012.55;23.59;89.46
24.91;0.39;-24;1013.99;1012.54;23.60;89.55
28.67;0.53;-24;1012.89;1012.54;23.61;89.58
26.58;0.53;-24;1008.46;1012.57;23.62;89.29
24.91;0.39;-80;1015.10;1012.54;23.63;89.57
27.83;0.39;-24;1008.46;1012.56;23.64;89.38
28.67;0.39;-24;1013.99;1012.56;23.65;89.37
26.58;0.46;-24;1016.21;1012.57;23.66;89.32
27.83;0.46;-20;1023.97;1012.55;23.67;89.48
29.08;0.18;-24;1015.10;1012.56;23.68;89.41
26.58;0.46;-24;1010.67;1012.55;23.69;89.43
28.25;0.32;-24;1017.32;1012.55;23.71;89.59
28.67;0.32;-24;1016.21;1012.56;23.72;89.39
30.75;0.39;-80;1010.67;1012.57;23.73;89.31
28.25;0.32;-80;1013.99;1012.55;23.74;89.44
26.58;0.39;-24;1012.89;1012.52;23.75;89.73
24.91;0.39;-24;1012.89;1012.55;23.76;89.43
28.67;0.53;-20;1015.10;1012.53;23.78;89.65
28.25;0.32;-24;1013.99;1012.55;23.79;89.49
29.08;0.32;-24;1013.99;1012.52;23.80;89.73
28.67;0.67;-24;1012.89;1012.54;23.82;89.58
28.25;0.32;-24;1017.32;1012.54;23.83;89.55
29.92;-0.32;-12;1013.99;1012.54;23.85;89.57
28.25;0.39;-80;1012.89;1012.55;23.86;89.48
28.67;1.79;-80;1013.99;1012.60;23.87;89.06
24.91;0.39;-24;1012.89;1012.59;23.88;89.09
28.67;0.53;-24;1010.67;1012.61;23.90;88.95
29.08;0.32;-24;1016.21;1012.63;23.90;88.76
28.25;1.58;-24;1016.21;1012.57;23.92;89.28
28.67;0.39;-24;1016.21;1012.63;23.93;88.77
26.58;0.46;-24;1017.32;1012.66;23.95;88.52
28.67;0.39;-24;1016.21;1012.66;23.96;88.53
29.08;0.32;-28;1016.21;1012.59;23.97;89.11
28.67;0.53;-80;1016.21;1012.59;23.99;89.11
26.58;0.53;-80;1013.99;1012.64;24.00;88.72


28.25;0.46;-24;1016.21;1012.62;24.02;88.91
24.91;0.39;-24;1012.89;1012.60;24.03;89.05
29.92;-0.17;-24;1013.99;1012.63;24.04;88.80
28.67;0.39;-24;1013.99;1012.64;24.06;88.71
29.92;-0.10;-24;1012.89;1012.58;24.07;89.18
28.25;0.53;0;1012.89;1012.64;24.08;88.69
28.67;0.60;-24;1013.99;1012.56;24.09;89.35
28.25;0.39;-24;1021.75;1012.53;24.11;89.64
29.50;1.72;-76;1012.89;1012.58;24.12;89.26
29.92;0.25;-24;1015.10;1012.64;24.14;88.71
24.91;0.39;-24;1017.32;1012.70;24.15;88.21
31.58;0.32;-24;1012.89;1012.70;24.17;88.20
28.67;0.60;-24;1012.89;1012.69;24.18;88.26
26.58;0.39;-24;1012.89;1012.69;24.19;88.32
29.08;0.39;-24;1012.89;1012.70;24.20;88.18
29.08;0.18;-24;1015.10;1012.66;24.22;88.52
30.33;-0.24;-24;1013.99;1012.67;24.23;88.48
31.58;0.39;-24;1013.99;1012.70;24.25;88.21
28.67;0.60;-80;1013.99;1012.72;24.26;88.02
26.58;0.46;-80;1017.32;1012.75;24.27;87.80
30.33;0.25;-24;1015.10;1012.75;24.28;87.76
29.08;0.46;-24;1012.89;1012.75;24.29;87.83
30.75;0.25;-24;1013.99;1012.77;24.30;87.58
30.33;-0.24;-24;1015.10;1012.75;24.31;87.77
28.67;0.60;-20;1012.89;1012.77;24.33;87.63
28.25;0.39;-24;1008.46;1012.76;24.35;87.75
29.08;0.39;-24;1017.32;1012.75;24.37;87.79
31.17;0.39;-24;1016.21;1012.78;24.38;87.58
29.08;0.46;-24;1010.67;1012.78;24.40;87.57
29.08;0.32;-80;1012.89;1012.77;24.41;87.66
28.25;0.46;-24;1012.89;1012.75;24.43;87.76
30.75;0.04;-24;1021.75;1012.78;24.45;87.54
29.08;0.39;-24;1013.99;1012.76;24.46;87.71
34.50;0.39;-24;1016.21;1012.75;24.48;87.78
29.92;0.11;-24;1012.89;1012.76;24.50;87.74
29.50;0.46;-24;1012.89;1012.74;24.51;87.87
28.67;0.67;-24;1013.99;1012.75;24.52;87.78
29.08;0.39;-24;1012.89;1012.72;24.54;88.06
29.08;0.39;-24;1013.99;1012.72;24.55;88.00
28.25;0.46;-24;1012.89;1012.71;24.57;88.10


29.50;0.39;-24;1025.07;1012.63;24.58;88.80
29.92;0.39;-24;1016.21;1012.69;24.60;88.30
29.50;0.46;-24;1013.99;1012.68;24.61;88.34
29.50;0.46;-28;1016.21;1012.66;24.63;88.57
30.33;0.88;-8;1016.21;1012.65;24.64;88.67
30.33;0.60;-24;1012.89;1012.67;24.66;88.50
29.50;0.39;-24;1016.21;1012.70;24.68;88.19
30.33;0.11;-80;1025.07;1012.68;24.69;88.36
29.50;0.39;-56;1028.40;1012.68;24.70;88.39
30.75;-0.17;-24;1012.89;1012.70;24.72;88.20
26.58;0.39;-24;1010.67;1012.69;24.74;88.27
26.58;0.46;-24;1012.89;1012.66;24.75;88.55
29.92;0.39;-28;1007.35;1012.67;24.77;88.50
30.75;-0.17;-24;1013.99;1012.67;24.78;88.45
30.33;0.39;-24;1013.99;1012.68;24.80;88.41
31.58;0.25;-24;1013.99;1012.68;24.81;88.35
30.33;0.60;-24;1012.89;1012.70;24.83;88.21
29.92;0.39;-24;1013.99;1012.69;24.84;88.29
26.58;0.46;-24;1016.21;1012.70;24.85;88.20
